PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
158,1,3,"Thomas, Miss. Alice",female,,0,2,533960,7.47,,S
159,1,3,"Moore, Mrs. Emma",female,33.3,0,1,760138,3.0,,S
160,0,3,"Martin, Mrs. Ida",female,9.9,2,1,865497,8.73,,C
161,0,3,"Wilson, Dr. George",male,,2,2,633489,9.05,,S
162,1,2,"Wilson, Ms. Alice",female,13.2,1,0,665364,16.84,,S
163,0,1,"Taylor, Mr. James",male,28.7,3,0,789686,116.84,,S
164,1,1,"Rodriguez, Rev. William",male,64.9,3,2,276553,109.56,F74,C
165,0,3,"Thomas, Mr. George",male,39.5,3,2,258400,10.79,E146,S
166,0,3,"Garcia, Mr. Charles",male,27.2,2,0,489144,9.14,,S
167,1,3,"Garcia, Mrs. Elizabeth",female,14.7,2,3,634717,14.27,,S
168,1,1,"Miller, Miss. Emma",female,30.6,2,2,649535,83.62,,S
169,0,3,"Jones, Master. John",male,,1,0,162197,7.49,,Q
170,1,1,"Johnson, Mrs. Ida",female,38.5,2,3,782803,33.62,F75,S
171,1,2,"Davis, Dr. William",male,,0,3,370158,17.33,,S
172,1,1,"Brown, Master. Henry",male,37.6,4,1,878516,106.44,,C
173,1,1,"Brown, Master. James",male,,1,1,727115,151.29,,S
174,1,3,"Martin, Dr. Minnie",female,,3,1,983112,10.73,,S
175,1,2,"Rodriguez, Master. Joseph",male,,4,2,635351,15.01,,S
176,0,3,"Davis, Rev. Joseph",male,37.0,2,0,532220,6.15,,S
177,1,3,"Wilson, Dr. Joseph",male,9.6,4,1,195981,12.53,,S
178,1,2,"Davis, Ms. Sarah",female,,2,0,404677,7.84,,C
179,0,3,"Smith, Dr. Ida",female,16.2,0,0,859758,12.52,G162,Q
180,1,1,"Brown, Dr. Ida",female,39.6,0,1,388208,108.3,F103,C
181,1,3,"Smith, Mrs. Minnie",female,21.3,0,2,62817,12.1,,S
182,0,3,"Thomas, Miss. Elizabeth",female,43.7,4,3,252681,9.69,,S
183,0,3,"Moore, Dr. John",male,32.1,2,0,599262,12.58,,S
184,0,3,"Smith, Rev. Joseph",male,,1,0,632818,11.13,,Q
185,1,1,"Thomas, Mrs. Alice",female,47.4,2,1,983981,61.27,F149,C
186,0,3,"Martin, Miss. Ida",female,16.7,1,2,934515,17.3,,S
187,0,2,"Rodriguez, Master. Edward",male,,4,3,536189,17.98,E128,S
188,1,1,"Miller, Rev. Frank",male,42.4,4,2,558966,107.06,E137,C
189,1,2,"Johnson, Ms. Sarah",female,24.1,0,2,802664,3.15,A150,Q
190,0,3,"Johnson, Mr. Thomas",male,36.7,3,0,58160,15.19,F148,C
191,0,3,"Smith, Mrs. Anna",female,16.7,1,0,599228,15.9,,S
192,0,3,"Martin, Mr. James",male,18.6,0,0,479261,10.61,,S
193,0,3,"Brown, Rev. Henry",male,18.1,4,2,785256,12.55,,S
194,1,1,"Brown, Dr. Alice",female,30.1,0,1,802351,100.66,C134,S
195,0,3,"Davis, Mr. John",male,,1,0,659037,8.14,,Q
196,1,2,"Williams, Master. Thomas",male,,0,2,660709,24.43,B20,S
197,1,3,"Taylor, Dr. Henry",male,46.5,2,3,694220,7.53,,S
198,1,1,"Miller, Ms. Emma",female,69.7,2,1,584332,66.26,A182,S
199,0,3,"Miller, Master. Frank",male,13.6,1,3,235532,14.64,,S
200,0,2,"Garcia, Rev. Joseph",male,30.8,0,2,291678,27.49,C136,S
201,1,1,"Wilson, Dr. Elizabeth",female,21.5,0,2,744401,63.38,B105,S
202,0,3,"Rodriguez, Dr. Mary",female,16.7,4,3,622183,7.8,,C
203,1,1,"Johnson, Mr. Thomas",male,29.2,4,0,245530,65.17,C115,S
204,0,1,"Williams, Master. Henry",male,23.2,4,3,879078,105.79,D79,S
205,1,3,"Taylor, Master. Charles",male,13.4,2,3,980832,6.83,,S
206,0,2,"Taylor, Dr. Charles",male,28.3,2,3,629819,23.06,,S
207,1,3,"Jackson, Mr. Joseph",male,,3,2,235509,13.24,,S
208,1,2,"Martin, Ms. Elizabeth",female,40.1,3,3,938896,19.87,,C
209,0,3,"Moore, Dr. Thomas",male,15.0,2,3,244316,14.21,,S
210,0,3,"Wilson, Rev. James",male,59.7,1,3,438139,9.38,,Q
211,0,3,"Smith, Ms. Mary",female,20.6,2,3,860085,9.71,,S
212,0,3,"Jackson, Mr. William",male,26.9,0,3,525471,6.91,,S
213,1,3,"Brown, Mr. James",male,10.5,0,1,250555,14.24,,S
214,1,3,"Miller, Dr. Anna",female,46.5,3,2,89300,7.68,,S
215,0,2,"Brown, Mrs. Margaret",female,43.4,4,1,367293,23.01,,C
216,0,1,"Williams, Miss. Mary",female,42.2,0,3,675368,82.1,,S
217,0,3,"Taylor, Rev. Thomas",male,9.8,0,3,717493,6.63,,S
218,1,3,"Williams, Mr. Thomas",male,28.5,0,3,230711,8.26,,S
219,1,1,"Taylor, Ms. Minnie",female,22.3,3,2,167160,124.95,D70,C
220,0,2,"Jones, Dr. Charles",male,47.5,1,1,704437,323.19,D111,S
221,0,3,"Jackson, Dr. William",male,,1,0,167480,6.79,,C
222,1,3,"Martin, Master. James",male,27.1,0,2,73611,11.62,,S
223,1,3,"Williams, Dr. Ida",female,0.4,4,2,491494,9.96,,C
224,1,3,"Martin, Mrs. Anna",female,14.2,2,2,575202,23.19,,S
225,0,3,"Williams, Dr. Joseph",male,34.3,3,2,251259,11.55,,S
226,1,2,"Williams, Ms. Elizabeth",female,44.6,3,3,219107,17.77,,Q
227,0,3,"Rodriguez, Master. George",male,39.3,0,0,243301,15.72,,S
228,0,2,"Rodriguez, Dr. William",male,10.9,4,1,349397,7.29,,S
229,1,3,"Thomas, Dr. Margaret",female,29.6,2,2,19146,10.85,,S
230,0,2,"Williams, Rev. Charles",male,,3,3,21638,34.81,,S
231,0,3,"Williams, Dr. Frank",male,6.1,1,3,376744,10.07,,S
232,0,3,"Davis, Dr. Joseph",male,25.9,4,3,29704,4.13,,S
233,0,3,"Moore, Miss. Emma",female,29.3,4,3,325067,9.05,,C
234,1,3,"Jones, Dr. Frank",male,22.4,2,3,585102,15.85,,C
235,0,2,"Jackson, Dr. Mary",female,7.8,0,2,40844,23.2,F51,S
236,0,3,"Rodriguez, Mrs. Margaret",female,22.1,4,0,621645,7.42,,S
237,0,2,"Miller, Mr. Charles",male,26.1,4,2,625020,15.58,B97,C
238,1,2,"Taylor, Mrs. Mary",female,28.2,2,2,577599,16.48,C39,S
239,1,2,"Jackson, Rev. Edward",male,23.2,2,0,630388,23.09,,S
240,1,1,"Smith, Rev. William",male,31.8,1,3,811143,123.64,A57,S
241,0,1,"Smith, Miss. Anna",female,37.4,0,2,80092,115.21,G50,S
242,0,3,"Smith, Miss. Emma",female,31.3,4,3,177139,404.65,,S
243,0,3,"Martin, Master. Edward",male,22.3,2,0,323870,5.61,,C
244,0,3,"Miller, Mr. John",male,21.1,1,3,691233,5.62,,Q
245,1,1,"Davis, Mr. Edward",male,39.3,3,1,874076,99.91,G28,S
246,1,2,"Rodriguez, Mrs. Margaret",female,6.9,0,2,919477,10.85,,S
247,1,1,"Miller, Mr. Thomas",male,44.7,0,2,586344,77.55,,S
248,0,3,"Martin, Master. William",male,26.0,1,2,416012,11.62,,S
249,0,3,"Miller, Rev. John",male,,2,3,417854,6.32,,C
250,0,2,"Williams, Mr. Frank",male,41.5,1,0,69225,13.15,,S
251,0,3,"Taylor, Ms. Alice",female,2.6,0,2,470450,10.15,,Q
252,1,1,"Williams, Ms. Alice",female,10.4,1,3,517716,99.04,,S
253,1,2,"Williams, Mr. Frank",male,33.3,1,0,216196,28.12,,S
254,0,1,"Jackson, Mr. James",male,37.9,2,1,770271,102.09,C40,S
255,0,2,"Wilson, Mr. Edward",male,32.0,2,1,813761,21.03,,S
256,1,3,"Brown, Ms. Bertha",female,20.5,4,2,308998,7.76,,C
257,1,3,"Rodriguez, Mrs. Margaret",female,34.0,4,3,914863,6.56,D19,S
258,1,1,"Garcia, Master. George",male,,1,3,116028,69.14,D192,S
259,1,3,"Johnson, Master. James",male,31.8,4,3,911556,12.01,,S
260,0,3,"Rodriguez, Dr. Frank",male,22.9,2,1,770399,11.74,,S
261,1,3,"Rodriguez, Rev. William",male,0.7,0,2,231694,3.0,,C
262,0,3,"Davis, Ms. Mary",female,35.2,1,0,653663,7.61,,S
263,1,2,"Jackson, Rev. John",male,44.7,3,1,317632,29.14,,S
264,1,3,"Wilson, Mr. James",male,33.7,4,0,801735,10.79,,S
265,1,2,"Miller, Mrs. Margaret",female,19.4,1,0,169016,10.33,,S
266,1,3,"Rodriguez, Master. Frank",male,34.1,0,3,252461,19.16,,S
267,0,2,"Moore, Mr. Joseph",male,40.3,0,3,314128,20.29,,S
268,0,3,"Garcia, Master. Frank",male,44.7,0,2,207681,11.91,D66,S
269,1,1,"Garcia, Mr. James",male,25.7,3,0,339476,95.97,F70,S
270,1,2,"Garcia, Dr. Charles",male,27.3,2,0,606557,17.86,,S
271,0,3,"Wilson, Rev. Thomas",male,35.0,2,0,636774,7.83,,Q
272,0,3,"Martin, Rev. Thomas",male,26.7,3,2,558393,18.3,,S
273,0,2,"Jones, Mr. John",male,,4,0,197749,27.7,,S
274,0,3,"Brown, Dr. Frank",male,31.0,3,1,210419,13.52,,S
275,0,3,"Davis, Ms. Alice",female,32.9,0,3,920202,12.62,,S
276,0,2,"Taylor, Mr. Thomas",male,31.1,2,3,258823,13.3,,C
277,0,3,"Rodriguez, Rev. Charles",male,28.6,4,3,112068,15.19,,S
278,0,3,"Wilson, Rev. Charles",male,22.9,3,1,459447,7.4,,S
279,1,3,"Jackson, Miss. Minnie",female,43.7,1,2,16809,11.54,,Q
280,1,2,"Williams, Ms. Ida",female,19.2,1,0,349226,8.74,,C
281,0,2,"Wilson, Rev. Henry",male,23.0,4,3,856394,5.86,B123,C
282,0,3,"Garcia, Mr. George",male,26.1,0,0,274716,11.67,,S
283,0,3,"Smith, Master. Charles",male,36.5,2,2,706731,7.53,,S
284,0,3,"Thomas, Master. Thomas",male,8.0,0,2,494914,3.19,,S
285,1,3,"Rodriguez, Dr. James",male,10.3,4,3,361805,12.49,,S
286,0,3,"Thomas, Mr. James",male,,0,1,664958,18.29,B132,S
287,0,3,"Jackson, Master. Frank",male,26.4,0,0,599544,15.61,,C
288,0,3,"Johnson, Master. Joseph",male,,1,3,325051,9.55,,S
289,0,3,"Taylor, Master. Thomas",male,21.4,1,2,231308,10.53,,S
290,0,3,"Garcia, Mr. Frank",male,33.9,2,1,917651,13.76,,S
291,1,2,"Davis, Mrs. Alice",female,22.3,1,1,176705,28.55,,S
292,0,3,"Rodriguez, Dr. John",male,28.8,1,1,959903,9.24,,S
293,1,2,"Johnson, Dr. Alice",female,26.4,2,1,476437,20.75,,C
294,1,2,"Martin, Master. George",male,38.1,2,1,996775,22.66,,S
295,0,3,"Wilson, Mrs. Sarah",female,31.7,4,1,359655,12.54,,C
296,1,2,"Jackson, Miss. Mary",female,21.7,2,1,569851,19.55,,S
297,1,1,"Williams, Mrs. Bertha",female,35.6,2,0,619077,80.66,G190,S
298,0,3,"Rodriguez, Ms. Alice",female,38.5,3,3,345311,15.57,,S
299,0,3,"Brown, Dr. Elizabeth",female,,0,0,225967,14.94,,C
300,1,1,"Taylor, Dr. Minnie",female,18.4,3,0,525134,98.27,G143,S
301,1,1,"Wilson, Ms. Margaret",female,47.2,4,0,666297,134.86,G115,S
302,0,2,"Smith, Rev. Frank",male,17.0,1,3,268808,17.73,,S
303,1,3,"Thomas, Master. James",male,43.0,0,1,769192,16.46,,C
304,0,3,"Rodriguez, Master. Henry",male,,1,1,642487,12.49,,S
305,1,1,"Moore, Dr. Sarah",female,42.1,1,1,174969,180.6,E98,C
306,0,3,"Wilson, Rev. Edward",male,27.9,2,0,939260,6.12,B182,Q
307,1,1,"Wilson, Dr. William",male,35.1,4,1,53419,63.88,B114,C
308,0,2,"Smith, Dr. Anna",female,38.1,2,0,657190,23.5,,S
309,0,3,"Martin, Rev. Edward",male,,0,3,445191,11.96,,S
310,1,1,"Garcia, Dr. Edward",male,41.3,1,0,657270,141.67,G100,Q
311,1,1,"Garcia, Master. Thomas",male,50.2,3,1,776283,64.5,C95,S
312,0,2,"Thomas, Mr. William",male,23.3,1,3,690327,26.99,F58,S
313,0,3,"Williams, Master. Frank",male,18.6,2,3,654271,14.77,,S
314,0,3,"Jones, Dr. Joseph",male,11.7,3,2,842475,13.09,,C
315,0,3,"Taylor, Dr. George",male,,1,0,704862,6.97,,S
316,1,1,"Johnson, Rev. John",male,12.4,3,1,815604,125.69,G179,S
317,0,1,"Garcia, Mr. George",male,48.2,1,0,408810,120.43,F110,S
318,0,3,"Miller, Miss. Elizabeth",female,,0,2,210794,12.7,,C
319,1,2,"Garcia, Dr. Joseph",male,47.1,1,1,242595,21.97,G86,S
320,1,3,"Smith, Ms. Elizabeth",female,6.5,2,2,615985,11.33,,C
321,1,3,"Martin, Mrs. Emma",female,,0,2,536460,10.21,,C
322,0,1,"Martin, Master. Thomas",male,57.9,4,3,86380,103.08,,Q
323,0,3,"Garcia, Dr. William",male,20.5,2,1,212321,10.61,,C
324,0,1,"Williams, Master. John",male,39.4,0,3,967874,59.19,D30,S
325,1,2,"Davis, Ms. Emma",female,5.9,4,1,728965,12.98,,S
326,0,3,"Brown, Miss. Elizabeth",female,29.2,4,2,757427,7.74,,S
327,1,3,"Miller, Ms. Elizabeth",female,,0,2,204996,11.32,D88,Q
328,0,3,"Miller, Dr. Henry",male,28.4,0,3,73579,10.4,,S
329,1,3,"Smith, Dr. Margaret",female,7.3,1,1,298350,11.29,,S
330,0,3,"Moore, Mr. Frank",male,32.5,2,3,858308,12.34,,C
331,1,3,"Martin, Dr. Mary",female,,3,1,511478,8.19,,S
332,0,3,"Davis, Rev. James",male,16.6,2,1,786777,15.89,F175,C
333,0,1,"Jackson, Mrs. Sarah",female,,3,1,491842,76.31,,S
334,0,3,"Miller, Miss. Margaret",female,0.4,0,2,495283,8.91,,S
335,1,3,"Johnson, Master. Edward",male,22.8,3,2,604840,12.27,C121,S
336,0,2,"Taylor, Master. Thomas",male,23.0,4,0,959338,7.32,,S
337,0,3,"Davis, Mr. Edward",male,7.4,2,3,443069,7.59,,S
338,1,2,"Johnson, Dr. Margaret",female,,2,3,599802,27.54,B194,Q
339,1,1,"Davis, Rev. Frank",male,31.7,1,0,920277,33.0,G84,S
340,0,3,"Williams, Miss. Bertha",female,,4,3,378583,14.61,,S
341,1,2,"Garcia, Mr. Charles",male,23.3,0,2,841533,31.34,,C
342,1,3,"Miller, Dr. Mary",female,38.9,1,0,539701,9.14,,C
343,1,3,"Martin, Mrs. Minnie",female,33.2,0,1,880321,441.93,,S
344,1,3,"Jones, Dr. John",male,,4,3,473134,14.61,B37,Q
345,0,2,"Williams, Miss. Ida",female,37.4,2,1,633220,17.15,,S
346,1,2,"Davis, Dr. Margaret",female,16.1,4,3,330050,26.73,,S
347,1,3,"Jackson, Ms. Alice",female,26.4,3,1,638657,8.03,,S
348,0,3,"Wilson, Mr. John",male,27.8,2,0,332984,8.74,,C
349,1,3,"Jackson, Dr. Edward",male,20.4,2,1,613106,7.56,,S
350,0,3,"Johnson, Master. Joseph",male,31.2,1,2,790880,11.76,,S
